Vehicle_Count,Speed,Queue_Length,Moving_Average,Traffic_Level,Speed_Status,Queue_Status
42.483570765056164,47.157639951330886,9.171246487930429,,MODERATE,NORMAL,LOW
40.02286703066648,50.722533163743776,7.85269742042551,,MODERATE,NORMAL,LOW
44.666236792157584,39.63773808050318,6.819196258663986,,MODERATE,MODERATE,LOW
49.75538348190724,44.2500618395949,6.169433966874937,,MODERATE,NORMAL,LOW
41.680160413353484,42.62803218929615,7.648470689230202,,MODERATE,NORMAL,LOW
42.38860846006069,42.94147173369074,7.145262039852603,,MODERATE,NORMAL,LOW
52.16081793232479,40.18261374420219,9.614509129904182,,HIGH,NORMAL,LOW
48.80390691564107,40.20705096205028,8.5909296407101,,MODERATE,NORMAL,LOW
43.31728655495899,44.31624324509473,8.596698413882518,,MODERATE,NORMAL,LOW
49.07076002087655,40.23945964554775,6.290143580010346,45.43495983670031,MODERATE,NORMAL,LOW
44.72898283899294,44.62912476759128,9.344135557117593,45.65950104409398,MODERATE,NORMAL,LOW
45.39978253164595,43.4993400387411,7.205166589131691,46.197192594191925,MODERATE,NORMAL,LOW
49.61429415942638,41.87958231954418,11.592665869164488,46.69199833091881,MODERATE,NORMAL,MODERATE
39.50727274482773,42.40049082766827,4.547715275545023,45.667187257210855,MODERATE,NORMAL,LOW
41.1108693951511,42.99196865950723,9.638558015603163,45.61025815539062,MODERATE,NORMAL,LOW
47.577858728621436,45.37170899532191,7.532500376218511,46.12918318224669,MODERATE,NORMAL,LOW
45.970498108926094,45.01012703564162,5.592738709110018,45.51015119990682,MODERATE,NORMAL,LOW
53.24224044153073,38.75677415522166,7.018564398120967,45.95398455249579,HIGH,MODERATE,LOW
47.757706766982565,43.35857022454204,6.522961398658744,46.39802657369815,MODERATE,NORMAL,LOW
45.85309364428889,45.79088795904315,7.726295939447166,46.076259936039385,MODERATE,NORMAL,LOW
60.849099178578555,34.779509361991245,10.173035852857783,47.688271569997944,HIGH,MODERATE,MODERATE
52.98718033244321,43.383285494029,6.800677041989323,48.447011350077666,HIGH,NORMAL,LOW
55.03738682731473,39.25278201633378,8.206898839575242,48.9893206168665,HIGH,MODERATE,LOW
48.1476898656043,44.6748735393784,11.506694197064371,49.85336232894416,MODERATE,NORMAL,MODERATE
53.10873654075879,39.43303839518275,11.421396821315241,51.05314904350493,HIGH,MODERATE,MODERATE
56.9315603780123,35.35246360350337,9.41238139604991,51.98851920844402,HIGH,MODERATE,LOW
51.15490878117932,37.32864549105568,7.749243273513299,52.506960275669336,HIGH,MODERATE,LOW
59.30749295691414,40.31738160075561,9.136186596973642,53.113485527207686,HIGH,NORMAL,LOW
54.93070882289405,42.04649029944093,9.46664226889494,53.83078573279882,HIGH,NORMAL,LOW
56.96569400648738,38.045626623064926,6.499268970576296,54.942045769018684,HIGH,MODERATE,LOW
55.890851067521325,42.94306460945179,7.868874585281508,54.446220957912956,HIGH,NORMAL,LOW
68.620569405251,32.86029746188037,6.955917263032472,56.00955986519374,HIGH,MODERATE,LOW
59.73568437708108,39.867839509787785,9.75879890177272,56.479389620170366,HIGH,MODERATE,LOW
54.94244312027367,37.63134062064421,9.535758347446533,57.15886494563731,HIGH,MODERATE,LOW
64.75503561308079,36.855732773323325,8.746882417363372,58.32349485286951,HIGH,MODERATE,LOW
54.932556370342304,41.40905692136367,11.38785698213141,58.12359445210251,HIGH,NORMAL,MODERATE
62.45838445380392,36.80416379069716,6.917226342065906,59.25394201936497,HIGH,MODERATE,LOW
51.97552803651159,40.85245135818262,4.867579445057098,58.520745527324706,HIGH,NORMAL,LOW
55.4749872028507,44.15013162693065,8.770151717547549,58.57517336532038,HIGH,NORMAL,LOW
63.42420983607669,37.41327193241138,11.607828080635812,59.22102494827931,HIGH,MODERATE,MODERATE
66.43790572350515,40.89759990531914,13.333541241441509,60.275730413877696,HIGH,NORMAL,MODERATE
63.889516844807424,35.63850022482529,8.665659000983233,59.80262515783333,HIGH,MODERATE,LOW
62.722735737239454,40.90872859943599,11.56577202744851,60.10133029384917,HIGH,NORMAL,MODERATE
62.04474046964561,43.8135207445623,9.229694131445427,60.81156002878636,HIGH,NORMAL,LOW
56.387707400751815,33.488139649430174,8.112901510231131,59.974827207553474,HIGH,MODERATE,LOW
60.39174353219358,37.51137835054018,10.82608140480238,60.520745923738595,HIGH,MODERATE,MODERATE
61.87883481230949,41.26150767846425,10.586470978673262,60.46279095958916,HIGH,NORMAL,MODERATE
69.63896480242927,36.98112264126371,7.293060406395891,62.229134636180916,HIGH,MODERATE,LOW
66.22289118705578,39.55771482334998,12.886514377510156,63.30392503460142,HIGH,MODERATE,MODERATE
55.82104247289783,39.23278382162808,11.133339079229579,62.54360829828354,HIGH,MODERATE,MODERATE
66.36799675627707,38.66777017334943,8.704074110422502,62.536617401560726,HIGH,MODERATE,LOW
62.91329843746905,38.8046436844565,10.228601832495174,62.43899556082689,HIGH,MODERATE,MODERATE
61.52495764975622,43.12210677254036,10.21680402002891,62.319217752078565,HIGH,NORMAL,MODERATE
68.01847394953677,38.75864404251945,10.72411862407833,62.91659110006769,HIGH,MODERATE,MODERATE
70.14524077219652,38.47649779317648,9.421175808138637,64.29234443721215,HIGH,MODERATE,LOW
69.6563955989152,36.3502702019038,9.105212603961176,65.21880964388431,HIGH,MODERATE,LOW
60.79325245992443,38.338868212801415,9.067879727005774,65.11025140864581,HIGH,MODERATE,LOW
63.41222519587912,37.84926913757136,11.857291817900595,64.4875774479908,HIGH,MODERATE,MODERATE
66.56317850530878,39.5425618008077,11.07167708498518,64.5216061798161,HIGH,MODERATE,MODERATE
69.71283050844622,36.308838930427655,9.71569591209472,65.91078498337095,HIGH,MODERATE,LOW
62.34720503226908,40.28252331262197,10.89547817613705,65.50870581097014,HIGH,NORMAL,MODERATE
63.702555631274436,45.30056348811771,3.8582981034310144,65.58763153035068,HIGH,NORMAL,LOW
58.96684448868818,42.87166298812303,11.142558074047434,65.33182021424386,HIGH,NORMAL,MODERATE
58.36515765155153,39.4306399906086,5.275346090176528,64.36648858444536,HIGH,MODERATE,LOW
68.23661820768196,41.54448721457135,9.51061084834603,64.1756263279939,HIGH,NORMAL,LOW
70.76325503607512,36.084960121916566,8.375148466158981,64.28631227170989,HIGH,MODERATE,LOW
63.410494226906685,33.03300283773977,6.922211182594191,64.54803644840811,HIGH,MODERATE,LOW
68.55729605945994,34.83641705238281,12.60524798367603,65.06254353476619,HIGH,MODERATE,MODERATE
65.0976837118351,33.11320330896366,8.829250154151483,64.91599405541882,HIGH,MODERATE,LOW
59.79476628379314,38.99676797692779,9.662222706030402,63.92418763295351,HIGH,MODERATE,LOW
64.53941369818412,38.92040171302263,9.58707089696925,64.14340849954502,HIGH,MODERATE,LOW
70.11613328880455,42.50027861462471,11.471501647766924,64.78476626529803,HIGH,NORMAL,MODERATE
61.92202939375912,40.500274772852705,9.441948191184379,65.08028475580514,HIGH,NORMAL,LOW
69.58154646558046,36.947311797178294,7.871247521459929,66.20192363720801,HIGH,MODERATE,LOW
48.29901057096251,45.41346410080984,9.237385224538656,64.20816287353608,MODERATE,NORMAL,LOW
65.12919016675737,32.084296531286995,8.78186535869098,63.6447563866043,HIGH,MODERATE,LOW
61.05969678625744,40.44191947776134,6.045790720619114,63.409676642539374,HIGH,NORMAL,LOW
58.71737334316042,42.63325224587079,7.951375679542236,62.42568437090942,HIGH,NORMAL,LOW
60.242663824395315,35.50357530656164,12.03791915492792,61.940182382165446,HIGH,MODERATE,MODERATE
49.40131622380871,46.080933073668604,9.110640917798293,60.900837376167,MODERATE,NORMAL,LOW
57.78031621660389,41.570410168332266,7.969743163674866,60.224927628008984,HIGH,NORMAL,LOW
60.18834325687777,38.707050444078156,8.329736079894808,59.2321486248163,HIGH,MODERATE,LOW
65.30133371060029,40.57301217066878,9.151929954155277,59.57007905650041,HIGH,NORMAL,LOW
